iteration,timestamp,short_window,long_window,ma_type,rsi_filter,vol_confirm,atr_sizing,regime_filter,cagr,sharpe,max_dd,sortino,calmar,win_year_pct,ml_accuracy,vol_pct,skewness,kurt,gate_passed,notes,strategy,asset,breakout_window,take_profit,stop_loss,vol_mult,max_hold_bars,n_trades,win_rate,gross_pnl,total_fees,total_slippage,net_pnl
685,2026-09-18T07:59:48.960964,,,,,,,,-15.3336,-33.1292,-0.9221,-14.4126,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.003,3.0,30.0,193.0,7.25,2.5049,57.583,38.3887,-93.4668
686,2026-09-18T07:59:49.045043,,,,,,,,-14.9957,-31.074,-0.904,-14.2454,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.003,3.0,60.0,189.0,6.35,2.7156,56.3941,37.596,-91.2744
687,2026-09-18T07:59:49.125642,,,,,,,,-14.9957,-31.074,-0.904,-14.2454,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.003,3.0,90.0,189.0,6.35,2.7156,56.3941,37.596,-91.2744
688,2026-09-18T07:59:49.202683,,,,,,,,-14.9957,-31.074,-0.904,-14.2454,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.003,3.0,120.0,189.0,6.35,2.7156,56.3941,37.596,-91.2744
689,2026-09-18T07:59:49.284877,,,,,,,,-24.2224,-49.934,-1.5291,-15.1783,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.006,1.5,30.0,313.0,6.71,-1.9172,93.0949,62.0633,-157.0754
690,2026-09-18T07:59:49.368777,,,,,,,,-22.8882,-44.7107,-1.4336,-15.0198,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.006,1.5,60.0,297.0,7.07,-0.4651,88.3745,58.9163,-147.7559
691,2026-09-18T07:59:49.448398,,,,,,,,-22.9095,-44.652,-1.4351,-15.0177,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.006,1.5,90.0,297.0,7.07,-0.6172,88.3738,58.9159,-147.907
692,2026-09-18T07:59:49.525050,,,,,,,,-22.9095,-44.652,-1.4351,-15.0177,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.006,1.5,120.0,297.0,7.07,-0.6172,88.3738,58.9159,-147.907
693,2026-09-18T07:59:49.608365,,,,,,,,-20.5787,-40.2263,-1.2719,-14.8379,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.006,2.0,30.0,266.0,7.14,0.3398,79.2122,52.8081,-131.6805
694,2026-09-18T07:59:49.689175,,,,,,,,-19.4657,-36.166,-1.1955,-14.6205,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.006,2.0,60.0,253.0,6.72,1.5633,75.3666,50.2444,-124.0477
695,2026-09-18T07:59:49.769554,,,,,,,,-19.4879,-36.1243,-1.197,-14.6179,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.006,2.0,90.0,253.0,6.72,1.411,75.3661,50.2441,-124.1992
696,2026-09-18T07:59:49.849007,,,,,,,,-19.4879,-36.1243,-1.197,-14.6179,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.006,2.0,120.0,253.0,6.72,1.411,75.3661,50.2441,-124.1992
697,2026-09-18T07:59:49.932162,,,,,,,,-17.3731,-38.7039,-1.0546,-14.7633,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.006,2.5,30.0,217.0,6.45,0.3799,64.7005,43.1337,-107.4543
698,2026-09-18T07:59:50.016856,,,,,,,,-16.7026,-33.9392,-1.0102,-14.4724,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.006,2.5,60.0,210.0,5.71,1.3608,62.6234,41.7489,-103.0116
699,2026-09-18T07:59:50.097415,,,,,,,,-16.7026,-33.9392,-1.0102,-14.4724,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.006,2.5,90.0,210.0,5.71,1.3608,62.6234,41.7489,-103.0116
700,2026-09-18T07:59:50.173293,,,,,,,,-16.7026,-33.9392,-1.0102,-14.4724,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.006,2.5,120.0,210.0,5.71,1.3608,62.6234,41.7489,-103.0116
701,2026-09-18T07:59:50.255234,,,,,,,,-15.3456,-32.4589,-0.9229,-14.36,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.006,3.0,30.0,193.0,7.25,2.4263,57.5828,38.3885,-93.545
702,2026-09-18T07:59:50.336946,,,,,,,,-15.0078,-30.4939,-0.9048,-14.1923,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.006,3.0,60.0,189.0,6.35,2.6371,56.3938,37.5959,-91.3527
703,2026-09-18T07:59:50.418792,,,,,,,,-15.0078,-30.4939,-0.9048,-14.1923,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.006,3.0,90.0,189.0,6.35,2.6371,56.3938,37.5959,-91.3527
704,2026-09-18T07:59:50.500063,,,,,,,,-15.0078,-30.4939,-0.9048,-14.1923,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.006,3.0,120.0,189.0,6.35,2.6371,56.3938,37.5959,-91.3527
705,2026-09-18T07:59:50.577091,,,,,,,,-24.2224,-49.934,-1.5291,-15.1783,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.01,1.5,30.0,313.0,6.71,-1.9172,93.0949,62.0633,-157.0754
706,2026-09-18T07:59:50.654873,,,,,,,,-22.8882,-44.7107,-1.4336,-15.0198,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.01,1.5,60.0,297.0,7.07,-0.4651,88.3745,58.9163,-147.7559
707,2026-09-18T07:59:50.735224,,,,,,,,-22.9095,-44.652,-1.4351,-15.0177,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.01,1.5,90.0,297.0,7.07,-0.6172,88.3738,58.9159,-147.907
708,2026-09-18T07:59:50.814407,,,,,,,,-22.9095,-44.652,-1.4351,-15.0177,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.01,1.5,120.0,297.0,7.07,-0.6172,88.3738,58.9159,-147.907
709,2026-09-18T07:59:50.892866,,,,,,,,-20.5787,-40.2263,-1.2719,-14.8379,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.01,2.0,30.0,266.0,7.14,0.3398,79.2122,52.8081,-131.6805
710,2026-09-18T07:59:50.968878,,,,,,,,-19.4657,-36.166,-1.1955,-14.6205,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.01,2.0,60.0,253.0,6.72,1.5633,75.3666,50.2444,-124.0477
711,2026-09-18T07:59:51.046210,,,,,,,,-19.4879,-36.1243,-1.197,-14.6179,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.01,2.0,90.0,253.0,6.72,1.411,75.3661,50.2441,-124.1992
712,2026-09-18T07:59:51.125786,,,,,,,,-19.4879,-36.1243,-1.197,-14.6179,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.01,2.0,120.0,253.0,6.72,1.411,75.3661,50.2441,-124.1992
713,2026-09-18T07:59:51.202733,,,,,,,,-17.3731,-38.7039,-1.0546,-14.7633,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.01,2.5,30.0,217.0,6.45,0.3799,64.7005,43.1337,-107.4543
714,2026-09-18T07:59:51.280522,,,,,,,,-16.7026,-33.9392,-1.0102,-14.4724,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.01,2.5,60.0,210.0,5.71,1.3608,62.6234,41.7489,-103.0116
715,2026-09-18T07:59:51.358535,,,,,,,,-16.7026,-33.9392,-1.0102,-14.4724,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.01,2.5,90.0,210.0,5.71,1.3608,62.6234,41.7489,-103.0116
716,2026-09-18T07:59:51.439422,,,,,,,,-16.7026,-33.9392,-1.0102,-14.4724,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.01,2.5,120.0,210.0,5.71,1.3608,62.6234,41.7489,-103.0116
717,2026-09-18T07:59:51.520001,,,,,,,,-15.3456,-32.4589,-0.9229,-14.36,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.01,3.0,30.0,193.0,7.25,2.4263,57.5828,38.3885,-93.545
718,2026-09-18T07:59:51.601510,,,,,,,,-15.0078,-30.4939,-0.9048,-14.1923,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.01,3.0,60.0,189.0,6.35,2.6371,56.3938,37.5959,-91.3527
719,2026-09-18T07:59:51.696675,,,,,,,,-15.0078,-30.4939,-0.9048,-14.1923,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.01,3.0,90.0,189.0,6.35,2.6371,56.3938,37.5959,-91.3527
720,2026-09-18T07:59:51.779375,,,,,,,,-15.0078,-30.4939,-0.9048,-14.1923,,,,,,,False,,cex_momentum,BTC/USDT,20.0,0.02,0.01,3.0,120.0,189.0,6.35,2.6371,56.3938,37.5959,-91.3527
721,2026-09-18T07:59:51.861961,,,,,,,,-21.4298,-54.383,-1.3309,-15.2815,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.004,0.003,1.5,30.0,280.0,11.07,2.1757,83.3596,55.5731,-136.757
722,2026-09-18T07:59:51.945462,,,,,,,,-20.9247,-52.4214,-1.2958,-15.2389,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.004,0.003,1.5,60.0,273.0,10.99,2.2392,81.2904,54.1936,-133.2448
723,2026-09-18T07:59:52.023299,,,,,,,,-20.9247,-52.4214,-1.2958,-15.2389,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.004,0.003,1.5,90.0,273.0,10.99,2.2392,81.2904,54.1936,-133.2448
724,2026-09-18T07:59:52.100668,,,,,,,,-20.9247,-52.4214,-1.2958,-15.2389,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.004,0.003,1.5,120.0,273.0,10.99,2.2392,81.2904,54.1936,-133.2448
725,2026-09-18T07:59:52.181144,,,,,,,,-18.5732,-44.6673,-1.135,-15.0182,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.004,0.003,2.0,30.0,241.0,11.2,2.2905,71.8215,47.881,-117.4119
726,2026-09-18T07:59:52.263133,,,,,,,,-18.1196,-42.7269,-1.1045,-14.9455,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.004,0.003,2.0,60.0,235.0,11.06,2.3799,70.0447,46.6964,-114.3612
727,2026-09-18T07:59:52.340948,,,,,,,,-18.1196,-42.7269,-1.1045,-14.9455,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.004,0.003,2.0,90.0,235.0,11.06,2.3799,70.0447,46.6964,-114.3612
728,2026-09-18T07:59:52.420511,,,,,,,,-18.1196,-42.7269,-1.1045,-14.9455,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.004,0.003,2.0,120.0,235.0,11.06,2.3799,70.0447,46.6964,-114.3612
729,2026-09-18T07:59:52.505632,,,,,,,,-16.0956,-43.2794,-0.9702,-14.9671,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.004,0.003,2.5,30.0,201.0,10.45,1.3947,59.9583,39.9722,-98.5357
730,2026-09-18T07:59:52.591255,,,,,,,,-15.7725,-40.6443,-0.9491,-14.8571,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.004,0.003,2.5,60.0,197.0,10.15,1.5297,58.7706,39.1804,-96.4214
731,2026-09-18T07:59:52.673462,,,,,,,,-15.7725,-40.6443,-0.9491,-14.8571,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.004,0.003,2.5,90.0,197.0,10.15,1.5297,58.7706,39.1804,-96.4214
732,2026-09-18T07:59:52.753884,,,,,,,,-15.7725,-40.6443,-0.9491,-14.8571,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.004,0.003,2.5,120.0,197.0,10.15,1.5297,58.7706,39.1804,-96.4214
733,2026-09-18T07:59:52.842973,,,,,,,,-14.6427,-37.5531,-0.8757,-14.7016,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.004,0.003,3.0,30.0,181.0,10.5,1.5229,54.0191,36.0128,-88.509
734,2026-09-18T07:59:52.928062,,,,,,,,-14.376,-35.0058,-0.8585,-14.5463,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.004,0.003,3.0,60.0,178.0,10.11,1.7554,53.1279,35.4186,-86.7912
735,2026-09-18T07:59:53.011862,,,,,,,,-14.376,-35.0058,-0.8585,-14.5463,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.004,0.003,3.0,90.0,178.0,10.11,1.7554,53.1279,35.4186,-86.7912
736,2026-09-18T07:59:53.093247,,,,,,,,-14.376,-35.0058,-0.8585,-14.5463,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.004,0.003,3.0,120.0,178.0,10.11,1.7554,53.1279,35.4186,-86.7912
769,2026-09-18T07:59:53.176554,,,,,,,,-20.9025,-47.9809,-1.2943,-15.1245,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.003,1.5,30.0,271.0,7.75,1.3653,80.697,53.798,-133.1298
770,2026-09-18T07:59:53.259312,,,,,,,,-19.9703,-46.1205,-1.23,-15.0674,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.003,1.5,60.0,259.0,7.72,1.6451,77.1479,51.4319,-126.9347
771,2026-09-18T07:59:53.341401,,,,,,,,-19.9924,-46.0466,-1.2315,-15.065,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.003,1.5,90.0,259.0,7.72,1.4927,77.1473,51.4315,-127.0862
772,2026-09-18T07:59:53.420741,,,,,,,,-19.9924,-46.0466,-1.2315,-15.065,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.003,1.5,120.0,259.0,7.72,1.4927,77.1473,51.4315,-127.0862
773,2026-09-18T07:59:53.504498,,,,,,,,-17.8725,-40.2827,-1.0879,-14.8405,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.003,2.0,30.0,232.0,8.19,2.5507,69.1544,46.1029,-112.7067
774,2026-09-18T07:59:53.588279,,,,,,,,-17.1564,-39.2688,-1.0402,-14.7918,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.003,2.0,60.0,223.0,7.62,2.8772,66.4882,44.3254,-107.9363
775,2026-09-18T07:59:53.672219,,,,,,,,-17.1792,-39.1936,-1.0417,-14.7881,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.003,2.0,90.0,223.0,7.62,2.7247,66.4877,44.3251,-108.0881
776,2026-09-18T07:59:53.751674,,,,,,,,-17.1792,-39.1936,-1.0417,-14.7881,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.003,2.0,120.0,223.0,7.62,2.7247,66.4877,44.3251,-108.0881
777,2026-09-18T07:59:53.837017,,,,,,,,-15.5469,-37.8333,-0.9343,-14.717,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.003,2.5,30.0,194.0,7.22,1.5187,57.8807,38.5871,-94.9491
778,2026-09-18T07:59:53.922024,,,,,,,,-15.2557,-35.8796,-0.9154,-14.6027,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.003,2.5,60.0,190.0,6.32,1.4311,56.6916,37.7944,-93.0548
779,2026-09-18T07:59:54.000758,,,,,,,,-15.2557,-35.8796,-0.9154,-14.6027,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.003,2.5,90.0,190.0,6.32,1.4311,56.6916,37.7944,-93.0548
780,2026-09-18T07:59:54.082027,,,,,,,,-15.2557,-35.8796,-0.9154,-14.6027,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.003,2.5,120.0,190.0,6.32,1.4311,56.6916,37.7944,-93.0548
781,2026-09-18T07:59:54.165537,,,,,,,,-13.894,-32.5719,-0.8276,-14.3688,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.003,3.0,30.0,173.0,7.51,2.372,51.6428,34.4285,-83.6992
782,2026-09-18T07:59:54.252845,,,,,,,,-13.6647,-30.6285,-0.813,-14.2018,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.003,3.0,60.0,170.0,6.47,2.3492,50.7501,33.8334,-82.2344
783,2026-09-18T07:59:54.334187,,,,,,,,-13.6647,-30.6285,-0.813,-14.2018,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.003,3.0,90.0,170.0,6.47,2.3492,50.7501,33.8334,-82.2344
784,2026-09-18T07:59:54.415513,,,,,,,,-13.6647,-30.6285,-0.813,-14.2018,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.003,3.0,120.0,170.0,6.47,2.3492,50.7501,33.8334,-82.2344
785,2026-09-18T07:59:54.498945,,,,,,,,-21.188,-48.4508,-1.3141,-15.1379,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.006,1.5,30.0,271.0,7.75,-0.6252,80.6916,53.7944,-135.1113
786,2026-09-18T07:59:54.581011,,,,,,,,-20.2591,-46.5538,-1.2498,-15.0812,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.006,1.5,60.0,259.0,7.72,-0.3466,77.1425,51.4284,-128.9174
787,2026-09-18T07:59:54.663284,,,,,,,,-20.2811,-46.4883,-1.2513,-15.0791,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.006,1.5,90.0,259.0,7.72,-0.4989,77.142,51.428,-129.0689
788,2026-09-18T07:59:54.740297,,,,,,,,-20.2811,-46.4883,-1.2513,-15.0791,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.006,1.5,120.0,259.0,7.72,-0.4989,77.142,51.428,-129.0689
789,2026-09-18T07:59:54.823849,,,,,,,,-18.01,-39.0067,-1.0971,-14.7787,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.006,2.0,30.0,232.0,8.19,1.6285,69.153,46.102,-113.6264
790,2026-09-18T07:59:54.908512,,,,,,,,-17.295,-37.9124,-1.0494,-14.7214,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.006,2.0,60.0,223.0,7.62,1.9546,66.4867,44.3245,-108.8565
791,2026-09-18T07:59:54.994742,,,,,,,,-17.3178,-37.853,-1.0509,-14.7181,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.006,2.0,90.0,223.0,7.62,1.8021,66.4862,44.3241,-109.0082
792,2026-09-18T07:59:55.070926,,,,,,,,-17.3178,-37.853,-1.0509,-14.7181,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.006,2.0,120.0,223.0,7.62,1.8021,66.4862,44.3241,-109.0082
793,2026-09-18T07:59:55.160122,,,,,,,,-15.5992,-37.4014,-0.9378,-14.6931,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.006,2.5,30.0,194.0,7.22,1.1772,57.8803,38.5868,-95.2899
794,2026-09-18T07:59:55.242366,,,,,,,,-15.3081,-35.4954,-0.9188,-14.5783,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.006,2.5,60.0,190.0,6.32,1.0895,56.6911,37.7941,-93.3956
795,2026-09-18T07:59:55.321513,,,,,,,,-15.3081,-35.4954,-0.9188,-14.5783,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.006,2.5,90.0,190.0,6.32,1.0895,56.6911,37.7941,-93.3956
796,2026-09-18T07:59:55.403663,,,,,,,,-15.3081,-35.4954,-0.9188,-14.5783,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.006,2.5,120.0,190.0,6.32,1.0895,56.6911,37.7941,-93.3956
797,2026-09-18T07:59:55.489079,,,,,,,,-13.9473,-32.1263,-0.831,-14.3327,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.006,3.0,30.0,173.0,7.51,2.0302,51.6424,34.4282,-84.0404
798,2026-09-18T07:59:55.574553,,,,,,,,-13.7182,-30.2474,-0.8164,-14.166,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.006,3.0,60.0,170.0,6.47,2.0073,50.7497,33.8332,-82.5756
799,2026-09-18T07:59:55.656343,,,,,,,,-13.7182,-30.2474,-0.8164,-14.166,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.006,3.0,90.0,170.0,6.47,2.0073,50.7497,33.8332,-82.5756
800,2026-09-18T07:59:55.737501,,,,,,,,-13.7182,-30.2474,-0.8164,-14.166,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.007,0.006,3.0,120.0,170.0,6.47,2.0073,50.7497,33.8332,-82.5756
817,2026-09-18T07:59:55.820618,,,,,,,,-20.594,-43.1392,-1.2729,-14.9617,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.003,1.5,30.0,268.0,7.46,2.022,79.8105,53.207,-130.9954
818,2026-09-18T07:59:55.902927,,,,,,,,-19.3515,-39.3851,-1.1877,-14.7976,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.003,1.5,60.0,254.0,7.48,3.4069,75.6698,50.4465,-122.7094
819,2026-09-18T07:59:55.982672,,,,,,,,-19.3738,-39.336,-1.1892,-14.7952,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.003,1.5,90.0,254.0,7.48,3.2545,75.6692,50.4462,-122.8609
820,2026-09-18T07:59:56.060644,,,,,,,,-19.3738,-39.336,-1.1892,-14.7952,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.003,1.5,120.0,254.0,7.48,3.2545,75.6692,50.4462,-122.8609
821,2026-09-18T07:59:56.146738,,,,,,,,-17.9811,-40.4309,-1.0952,-14.8473,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.003,2.0,30.0,230.0,7.39,0.8269,68.556,45.704,-113.4332
822,2026-09-18T07:59:56.231397,,,,,,,,-17.0403,-38.0002,-1.0325,-14.7261,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.003,2.0,60.0,219.0,6.85,1.662,65.2972,43.5314,-107.1667
823,2026-09-18T07:59:56.314856,,,,,,,,-17.0632,-37.9316,-1.034,-14.7224,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.003,2.0,90.0,219.0,6.85,1.5094,65.2967,43.5311,-107.3184
824,2026-09-18T07:59:56.393906,,,,,,,,-17.0632,-37.9316,-1.034,-14.7224,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.003,2.0,120.0,219.0,6.85,1.5094,65.2967,43.5311,-107.3184
825,2026-09-18T07:59:56.478286,,,,,,,,-15.5368,-37.3442,-0.9337,-14.6899,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.003,2.5,30.0,191.0,6.28,0.0927,56.9858,37.9906,-94.8837
826,2026-09-18T07:59:56.563867,,,,,,,,-15.0145,-34.1744,-0.8998,-14.4892,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.003,2.5,60.0,185.0,5.41,0.5148,55.2032,36.8021,-91.4905
827,2026-09-18T07:59:56.644874,,,,,,,,-15.0145,-34.1744,-0.8998,-14.4892,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.003,2.5,90.0,185.0,5.41,0.5148,55.2032,36.8021,-91.4905
828,2026-09-18T07:59:56.726311,,,,,,,,-15.0145,-34.1744,-0.8998,-14.4892,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.003,2.5,120.0,185.0,5.41,0.5148,55.2032,36.8021,-91.4905
829,2026-09-18T07:59:56.813505,,,,,,,,-13.7914,-31.5984,-0.8211,-14.2883,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.003,3.0,30.0,171.0,7.02,2.0372,51.0483,34.0322,-83.0433
830,2026-09-18T07:59:56.899691,,,,,,,,-13.4704,-29.5143,-0.8006,-14.094,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.003,3.0,60.0,167.0,5.99,2.102,49.8583,33.2389,-80.9952
831,2026-09-18T07:59:56.981885,,,,,,,,-13.4704,-29.5143,-0.8006,-14.094,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.003,3.0,90.0,167.0,5.99,2.102,49.8583,33.2389,-80.9952
832,2026-09-18T07:59:57.060613,,,,,,,,-13.4704,-29.5143,-0.8006,-14.094,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.003,3.0,120.0,167.0,5.99,2.102,49.8583,33.2389,-80.9952
833,2026-09-18T07:59:57.146598,,,,,,,,-20.6944,-41.9043,-1.2799,-14.912,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.006,1.5,30.0,268.0,7.46,1.3256,79.809,53.206,-131.6894
834,2026-09-18T07:59:57.231335,,,,,,,,-19.4535,-38.1871,-1.1947,-14.7362,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.006,1.5,60.0,254.0,7.48,2.7099,75.6683,50.4455,-123.404
835,2026-09-18T07:59:57.315181,,,,,,,,-19.4758,-38.1479,-1.1962,-14.7341,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.006,1.5,90.0,254.0,7.48,2.5575,75.6678,50.4452,-123.5554
836,2026-09-18T07:59:57.393316,,,,,,,,-19.4758,-38.1479,-1.1962,-14.7341,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.006,1.5,120.0,254.0,7.48,2.5575,75.6678,50.4452,-123.5554
837,2026-09-18T07:59:57.478683,,,,,,,,-18.0792,-38.6949,-1.1018,-14.7628,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.006,2.0,30.0,230.0,7.39,0.1673,68.5548,45.7032,-114.0908
838,2026-09-18T07:59:57.561941,,,,,,,,-17.1395,-36.2642,-1.0391,-14.6265,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.006,2.0,60.0,219.0,6.85,1.002,65.296,43.5307,-107.8247
839,2026-09-18T07:59:57.641254,,,,,,,,-17.1624,-36.2122,-1.0406,-14.6233,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.006,2.0,90.0,219.0,6.85,0.8495,65.2955,43.5304,-107.9764
840,2026-09-18T07:59:57.718340,,,,,,,,-17.1624,-36.2122,-1.0406,-14.6233,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.006,2.0,120.0,219.0,6.85,0.8495,65.2955,43.5304,-107.9764
841,2026-09-18T07:59:57.804607,,,,,,,,-15.5488,-36.4959,-0.9345,-14.6405,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.006,2.5,30.0,191.0,6.28,0.0141,56.9856,37.9904,-94.9619
842,2026-09-18T07:59:57.889838,,,,,,,,-15.0266,-33.3996,-0.9005,-14.4328,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.006,2.5,60.0,185.0,5.41,0.4362,55.2029,36.802,-91.5687
843,2026-09-18T07:59:57.969235,,,,,,,,-15.0266,-33.3996,-0.9005,-14.4328,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.006,2.5,90.0,185.0,5.41,0.4362,55.2029,36.802,-91.5687
844,2026-09-18T07:59:58.048607,,,,,,,,-15.0266,-33.3996,-0.9005,-14.4328,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.006,2.5,120.0,185.0,5.41,0.4362,55.2029,36.802,-91.5687
845,2026-09-18T07:59:58.136415,,,,,,,,-13.8036,-30.8217,-0.8218,-14.2195,,,,,,,False,,cex_momentum,BTC/USDT,30.0,0.01,0.006,3.0,30.0,171.0,7.02,1.9586,51.0481,34.0321,-83.1216
