iteration,timestamp,short_window,long_window,ma_type,rsi_filter,vol_confirm,atr_sizing,regime_filter,cagr,sharpe,max_dd,sortino,calmar,win_year_pct,ml_accuracy,vol_pct,skewness,kurt,gate_passed,notes,strategy,asset,breakout_window,take_profit,stop_loss,vol_mult,max_hold_bars,n_trades,win_rate,gross_pnl,total_fees,total_slippage,net_pnl
1,2026-09-18T07:59:09.085620,,,,,,,,-31.6162,-80.1144,-2.0892,-15.5928,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.004,0.003,1.5,30.0,423.0,8.51,-4.9922,125.4361,83.6241,-214.0525
2,2026-09-18T07:59:09.161104,,,,,,,,-31.0553,-81.5836,-2.0447,-15.6026,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.004,0.003,1.5,60.0,414.0,8.21,-4.9514,122.7953,81.8636,-209.6104
3,2026-09-18T07:59:09.238713,,,,,,,,-31.0553,-81.5836,-2.0447,-15.6026,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.004,0.003,1.5,90.0,414.0,8.21,-4.9514,122.7953,81.8636,-209.6104
4,2026-09-18T07:59:09.315527,,,,,,,,-31.0553,-81.5836,-2.0447,-15.6026,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.004,0.003,1.5,120.0,414.0,8.21,-4.9514,122.7953,81.8636,-209.6104
5,2026-09-18T07:59:09.399938,,,,,,,,-26.7322,-65.1366,-1.7132,-15.4541,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.004,0.003,2.0,30.0,351.0,8.83,-3.0254,104.2843,69.5229,-176.8326
6,2026-09-18T07:59:09.482463,,,,,,,,-26.2403,-65.8955,-1.6767,-15.4633,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.004,0.003,2.0,60.0,343.0,8.16,-3.3035,101.926,67.9506,-173.1801
7,2026-09-18T07:59:09.561115,,,,,,,,-26.2403,-65.8955,-1.6767,-15.4633,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.004,0.003,2.0,90.0,343.0,8.16,-3.3035,101.926,67.9506,-173.1801
8,2026-09-18T07:59:09.642008,,,,,,,,-26.2403,-65.8955,-1.6767,-15.4633,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.004,0.003,2.0,120.0,343.0,8.16,-3.3035,101.926,67.9506,-173.1801
9,2026-09-18T07:59:09.726962,,,,,,,,-22.7242,-56.0008,-1.422,-15.3135,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.004,0.003,2.5,30.0,287.0,8.36,-2.6699,85.4092,56.9395,-145.0186
10,2026-09-18T07:59:09.810830,,,,,,,,-22.5221,-56.7381,-1.4077,-15.3272,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.004,0.003,2.5,60.0,283.0,7.42,-3.2157,84.2236,56.1491,-143.5883
11,2026-09-18T07:59:09.890064,,,,,,,,-22.5221,-56.7381,-1.4077,-15.3272,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.004,0.003,2.5,90.0,283.0,7.42,-3.2157,84.2236,56.1491,-143.5883
12,2026-09-18T07:59:09.969626,,,,,,,,-22.5221,-56.7381,-1.4077,-15.3272,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.004,0.003,2.5,120.0,283.0,7.42,-3.2157,84.2236,56.1491,-143.5883
13,2026-09-18T07:59:10.052262,,,,,,,,-20.0869,-52.1009,-1.238,-15.2316,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.004,0.003,3.0,30.0,252.0,8.73,-0.3621,75.0663,50.0442,-125.4726
14,2026-09-18T07:59:10.133570,,,,,,,,-19.9358,-52.104,-1.2276,-15.2316,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.004,0.003,3.0,60.0,249.0,7.63,-0.8107,74.1755,49.4503,-124.4366
15,2026-09-18T07:59:10.213905,,,,,,,,-19.9358,-52.104,-1.2276,-15.2316,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.004,0.003,3.0,90.0,249.0,7.63,-0.8107,74.1755,49.4503,-124.4366
16,2026-09-18T07:59:10.295398,,,,,,,,-19.9358,-52.104,-1.2276,-15.2316,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.004,0.003,3.0,120.0,249.0,7.63,-0.8107,74.1755,49.4503,-124.4366
49,2026-09-18T07:59:10.374878,,,,,,,,-30.782,-71.0881,-2.0232,-15.5193,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.003,1.5,30.0,410.0,6.34,-4.7919,121.6227,81.0818,-207.4965
50,2026-09-18T07:59:10.454133,,,,,,,,-29.8427,-72.1323,-1.9498,-15.5291,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.003,1.5,60.0,396.0,6.06,-4.5364,117.5115,78.341,-200.3889
51,2026-09-18T07:59:10.532696,,,,,,,,-29.862,-71.8295,-1.9513,-15.5263,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.003,1.5,90.0,396.0,6.06,-4.6881,117.5107,78.3405,-200.5393
52,2026-09-18T07:59:10.608852,,,,,,,,-29.862,-71.8295,-1.9513,-15.5263,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.003,1.5,120.0,396.0,6.06,-4.6881,117.5107,78.3405,-200.5393
53,2026-09-18T07:59:10.690615,,,,,,,,-25.8179,-57.6963,-1.6455,-15.3444,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.003,2.0,30.0,340.0,7.06,-1.6527,101.0455,67.3637,-170.0618
54,2026-09-18T07:59:10.773160,,,,,,,,-25.0599,-58.9164,-1.5899,-15.3651,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.003,2.0,60.0,329.0,6.08,-1.5044,97.8027,65.2018,-164.5089
55,2026-09-18T07:59:10.853502,,,,,,,,-25.0806,-58.6687,-1.5914,-15.3609,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.003,2.0,90.0,329.0,6.08,-1.6564,97.802,65.2014,-164.6597
56,2026-09-18T07:59:10.938688,,,,,,,,-25.0806,-58.6687,-1.5914,-15.3609,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.003,2.0,120.0,329.0,6.08,-1.6564,97.802,65.2014,-164.6597
57,2026-09-18T07:59:11.022429,,,,,,,,-22.0993,-50.0458,-1.3778,-15.1812,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.003,2.5,30.0,279.0,6.45,-2.1976,83.0462,55.3641,-140.6079
58,2026-09-18T07:59:11.106332,,,,,,,,-21.8886,-50.5318,-1.363,-15.1936,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.003,2.5,60.0,275.0,5.09,-2.6956,81.8594,54.573,-139.128
59,2026-09-18T07:59:11.188659,,,,,,,,-21.8886,-50.5318,-1.363,-15.1936,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.003,2.5,90.0,275.0,5.09,-2.6956,81.8594,54.573,-139.128
60,2026-09-18T07:59:11.266862,,,,,,,,-21.8886,-50.5318,-1.363,-15.1936,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.003,2.5,120.0,275.0,5.09,-2.6956,81.8594,54.573,-139.128
61,2026-09-18T07:59:11.352244,,,,,,,,-19.1611,-42.9589,-1.1748,-14.9547,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.003,3.0,30.0,242.0,7.02,1.0271,72.1072,48.0715,-119.1516
62,2026-09-18T07:59:11.436990,,,,,,,,-19.0058,-42.8175,-1.1642,-14.9491,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.003,3.0,60.0,239.0,5.44,0.5939,71.2154,47.477,-118.0985
63,2026-09-18T07:59:11.516868,,,,,,,,-19.0058,-42.8175,-1.1642,-14.9491,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.003,3.0,90.0,239.0,5.44,0.5939,71.2154,47.477,-118.0985
64,2026-09-18T07:59:11.597964,,,,,,,,-19.0058,-42.8175,-1.1642,-14.9491,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.003,3.0,120.0,239.0,5.44,0.5939,71.2154,47.477,-118.0985
65,2026-09-18T07:59:11.677299,,,,,,,,-30.9981,-69.3711,-2.0402,-15.5021,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.006,1.5,30.0,410.0,6.34,-6.5048,121.6158,81.0772,-209.1977
66,2026-09-18T07:59:11.757579,,,,,,,,-30.0617,-70.1159,-1.9668,-15.5097,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.006,1.5,60.0,396.0,6.06,-6.2504,117.5046,78.3364,-202.0914
67,2026-09-18T07:59:11.840021,,,,,,,,-30.081,-69.8557,-1.9683,-15.5071,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.006,1.5,90.0,396.0,6.06,-6.402,117.5038,78.3359,-202.2417
68,2026-09-18T07:59:11.914903,,,,,,,,-30.081,-69.8557,-1.9683,-15.5071,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.006,1.5,120.0,396.0,6.06,-6.402,117.5038,78.3359,-202.2417
69,2026-09-18T07:59:11.997031,,,,,,,,-25.9109,-56.1759,-1.6523,-15.3168,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.006,2.0,30.0,340.0,7.06,-2.3406,101.044,67.3627,-170.7473
70,2026-09-18T07:59:12.079238,,,,,,,,-25.1539,-57.0899,-1.5968,-15.3336,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.006,2.0,60.0,329.0,6.08,-2.1928,97.8012,65.2008,-165.1947
71,2026-09-18T07:59:12.157642,,,,,,,,-25.1746,-56.8732,-1.5983,-15.3297,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.006,2.0,90.0,329.0,6.08,-2.3447,97.8006,65.2004,-165.3456
72,2026-09-18T07:59:12.234771,,,,,,,,-25.1746,-56.8732,-1.5983,-15.3297,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.006,2.0,120.0,329.0,6.08,-2.3447,97.8006,65.2004,-165.3456
73,2026-09-18T07:59:12.319201,,,,,,,,-22.1149,-49.3518,-1.3789,-15.1628,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.006,2.5,30.0,279.0,6.45,-2.3075,83.046,55.364,-140.7175
74,2026-09-18T07:59:12.403670,,,,,,,,-21.9042,-49.803,-1.3641,-15.1748,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.006,2.5,60.0,275.0,5.09,-2.8055,81.8592,54.5728,-139.2376
75,2026-09-18T07:59:12.492583,,,,,,,,-21.9042,-49.803,-1.3641,-15.1748,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.006,2.5,90.0,275.0,5.09,-2.8055,81.8592,54.5728,-139.2376
76,2026-09-18T07:59:12.571424,,,,,,,,-21.9042,-49.803,-1.3641,-15.1748,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.006,2.5,120.0,275.0,5.09,-2.8055,81.8592,54.5728,-139.2376
77,2026-09-18T07:59:12.656024,,,,,,,,-19.2111,-42.7779,-1.1782,-14.9476,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.006,3.0,30.0,242.0,7.02,0.6864,72.1068,48.0712,-119.4915
78,2026-09-18T07:59:12.740639,,,,,,,,-19.056,-42.6261,-1.1676,-14.9415,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.006,3.0,60.0,239.0,5.44,0.2532,71.215,47.4767,-118.4385
79,2026-09-18T07:59:12.820675,,,,,,,,-19.056,-42.6261,-1.1676,-14.9415,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.006,3.0,90.0,239.0,5.44,0.2532,71.215,47.4767,-118.4385
80,2026-09-18T07:59:12.900137,,,,,,,,-19.056,-42.6261,-1.1676,-14.9415,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.007,0.006,3.0,120.0,239.0,5.44,0.2532,71.215,47.4767,-118.4385
97,2026-09-18T07:59:12.978878,,,,,,,,-30.5034,-65.7637,-2.0013,-15.4617,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.003,1.5,30.0,406.0,6.16,-4.5636,120.4487,80.2991,-205.3114
98,2026-09-18T07:59:13.059267,,,,,,,,-29.2612,-61.9819,-1.9048,-15.4121,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.003,1.5,60.0,391.0,5.88,-2.4833,116.0464,77.3643,-195.894
99,2026-09-18T07:59:13.135701,,,,,,,,-29.2807,-61.773,-1.9063,-15.4091,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.003,1.5,90.0,391.0,5.88,-2.635,116.0457,77.3638,-196.0444
100,2026-09-18T07:59:13.211393,,,,,,,,-29.2807,-61.773,-1.9063,-15.4091,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.003,1.5,120.0,391.0,5.88,-2.635,116.0457,77.3638,-196.0444
101,2026-09-18T07:59:13.293866,,,,,,,,-25.9068,-57.2405,-1.652,-15.3363,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.003,2.0,30.0,337.0,6.53,-3.7954,100.153,66.7687,-170.7171
102,2026-09-18T07:59:13.376507,,,,,,,,-25.023,-56.5746,-1.5872,-15.3242,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.003,2.0,60.0,325.0,5.54,-3.2148,96.6149,64.4099,-164.2397
103,2026-09-18T07:59:13.458897,,,,,,,,-25.0437,-56.3573,-1.5887,-15.3202,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.003,2.0,90.0,325.0,5.54,-3.3667,96.6143,64.4095,-164.3905
104,2026-09-18T07:59:13.536900,,,,,,,,-25.0437,-56.3573,-1.5887,-15.3202,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.003,2.0,120.0,325.0,5.54,-3.3667,96.6143,64.4095,-164.3905
105,2026-09-18T07:59:13.621875,,,,,,,,-22.0208,-49.0427,-1.3723,-15.1544,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.003,2.5,30.0,275.0,5.82,-3.625,81.8585,54.5723,-140.0557
106,2026-09-18T07:59:13.706054,,,,,,,,-21.623,-47.5994,-1.3444,-15.1132,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.003,2.5,60.0,269.0,4.46,-3.8019,80.0801,53.3867,-137.2687
107,2026-09-18T07:59:13.784247,,,,,,,,-21.623,-47.5994,-1.3444,-15.1132,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.003,2.5,90.0,269.0,4.46,-3.8019,80.0801,53.3867,-137.2687
108,2026-09-18T07:59:13.863487,,,,,,,,-21.623,-47.5994,-1.3444,-15.1132,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.003,2.5,120.0,269.0,4.46,-3.8019,80.0801,53.3867,-137.2687
109,2026-09-18T07:59:13.946460,,,,,,,,-19.0647,-41.9421,-1.1682,-14.9136,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.003,3.0,30.0,240.0,6.67,0.6938,71.5151,47.6767,-118.498
110,2026-09-18T07:59:14.032149,,,,,,,,-18.8852,-41.5226,-1.1561,-14.8958,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.003,3.0,60.0,236.0,5.08,-0.0712,70.326,46.884,-117.2811
111,2026-09-18T07:59:14.111180,,,,,,,,-18.8852,-41.5226,-1.1561,-14.8958,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.003,3.0,90.0,236.0,5.08,-0.0712,70.326,46.884,-117.2811
112,2026-09-18T07:59:14.188959,,,,,,,,-18.8852,-41.5226,-1.1561,-14.8958,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.003,3.0,120.0,236.0,5.08,-0.0712,70.326,46.884,-117.2811
113,2026-09-18T07:59:14.267938,,,,,,,,-30.5866,-63.7324,-2.0078,-15.4361,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.006,1.5,30.0,406.0,6.16,-5.2181,120.4468,80.2979,-205.9628
114,2026-09-18T07:59:14.337623,,,,,,,,-29.3458,-59.9355,-1.9113,-15.3814,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.006,1.5,60.0,391.0,5.88,-3.1385,116.0446,77.3631,-196.5461
115,2026-09-18T07:59:14.416444,,,,,,,,-29.3653,-59.7536,-1.9129,-15.3786,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.006,1.5,90.0,391.0,5.88,-3.2901,116.0438,77.3625,-196.6965
116,2026-09-18T07:59:14.492096,,,,,,,,-29.3653,-59.7536,-1.9129,-15.3786,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.006,1.5,120.0,391.0,5.88,-3.2901,116.0438,77.3625,-196.6965
117,2026-09-18T07:59:14.574778,,,,,,,,-25.9955,-55.7877,-1.6586,-15.3094,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.006,2.0,30.0,337.0,6.53,-4.4517,100.1515,66.7677,-171.3709
118,2026-09-18T07:59:14.653145,,,,,,,,-25.1127,-54.9082,-1.5938,-15.2922,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.006,2.0,60.0,325.0,5.54,-3.8716,96.6134,64.4089,-164.8939
119,2026-09-18T07:59:14.742554,,,,,,,,-25.1334,-54.717,-1.5953,-15.2883,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.006,2.0,90.0,325.0,5.54,-4.0235,96.6127,64.4085,-165.0447
120,2026-09-18T07:59:14.818554,,,,,,,,-25.1334,-54.717,-1.5953,-15.2883,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.006,2.0,120.0,325.0,5.54,-4.0235,96.6127,64.4085,-165.0447
121,2026-09-18T07:59:14.901279,,,,,,,,-22.0318,-48.3557,-1.3731,-15.1352,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.006,2.5,30.0,275.0,5.82,-3.7033,81.8582,54.5721,-140.1336
122,2026-09-18T07:59:14.981904,,,,,,,,-21.6342,-46.8533,-1.3452,-15.0906,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.006,2.5,60.0,269.0,4.46,-3.8802,80.0798,53.3865,-137.3465
123,2026-09-18T07:59:15.059835,,,,,,,,-21.6342,-46.8533,-1.3452,-15.0906,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.006,2.5,90.0,269.0,4.46,-3.8802,80.0798,53.3865,-137.3465
124,2026-09-18T07:59:15.136147,,,,,,,,-21.6342,-46.8533,-1.3452,-15.0906,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.006,2.5,120.0,269.0,4.46,-3.8802,80.0798,53.3865,-137.3465
125,2026-09-18T07:59:15.220798,,,,,,,,-19.0762,-41.3423,-1.169,-14.888,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.006,3.0,30.0,240.0,6.67,0.6154,71.5148,47.6766,-118.576
126,2026-09-18T07:59:15.307556,,,,,,,,-18.8967,-40.9292,-1.1568,-14.8699,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.006,3.0,60.0,236.0,5.08,-0.1496,70.3257,46.8838,-117.3591
127,2026-09-18T07:59:15.387446,,,,,,,,-18.8967,-40.9292,-1.1568,-14.8699,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.006,3.0,90.0,236.0,5.08,-0.1496,70.3257,46.8838,-117.3591
128,2026-09-18T07:59:15.468385,,,,,,,,-18.8967,-40.9292,-1.1568,-14.8699,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.01,0.006,3.0,120.0,236.0,5.08,-0.1496,70.3257,46.8838,-117.3591
145,2026-09-18T07:59:15.547768,,,,,,,,-30.5455,-66.3823,-2.0046,-15.4691,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.003,1.5,30.0,405.0,5.93,-5.3855,120.1532,80.1021,-205.6408
146,2026-09-18T07:59:15.626129,,,,,,,,-29.1412,-58.6428,-1.8956,-15.3605,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.003,1.5,60.0,388.0,5.67,-3.035,115.1615,76.7743,-194.9708
147,2026-09-18T07:59:15.705088,,,,,,,,-29.1607,-58.4654,-1.8971,-15.3575,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.003,1.5,90.0,388.0,5.67,-3.1867,115.1607,76.7738,-195.1212
148,2026-09-18T07:59:15.778927,,,,,,,,-29.1607,-58.4654,-1.8971,-15.3575,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.003,1.5,120.0,388.0,5.67,-3.1867,115.1607,76.7738,-195.1212
149,2026-09-18T07:59:15.861011,,,,,,,,-25.4347,-52.5081,-1.6173,-15.2409,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.003,2.0,30.0,336.0,6.55,-0.8014,99.8678,66.5785,-167.2477
150,2026-09-18T07:59:15.946089,,,,,,,,-24.2125,-46.6205,-1.5284,-15.0833,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.003,2.0,60.0,322.0,5.59,1.2045,95.7403,63.8269,-158.3627
151,2026-09-18T07:59:16.029983,,,,,,,,-24.2334,-46.4861,-1.5299,-15.0791,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.003,2.0,90.0,322.0,5.59,1.0525,95.7397,63.8265,-158.5136
152,2026-09-18T07:59:16.109759,,,,,,,,-24.2334,-46.4861,-1.5299,-15.0791,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.003,2.0,120.0,322.0,5.59,1.0525,95.7397,63.8265,-158.5136
153,2026-09-18T07:59:16.190530,,,,,,,,-21.6643,-45.3792,-1.3473,-15.0428,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.003,2.5,30.0,275.0,5.82,-1.1165,81.8644,54.5763,-137.5573
154,2026-09-18T07:59:16.273668,,,,,,,,-20.9881,-40.38,-1.3002,-14.845,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.003,2.5,60.0,268.0,4.48,0.1389,79.7912,53.1941,-132.8465
155,2026-09-18T07:59:16.352837,,,,,,,,-20.9881,-40.38,-1.3002,-14.845,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.003,2.5,90.0,268.0,4.48,0.1389,79.7912,53.1941,-132.8465
156,2026-09-18T07:59:16.431910,,,,,,,,-20.9881,-40.38,-1.3002,-14.845,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.003,2.5,120.0,268.0,4.48,0.1389,79.7912,53.1941,-132.8465
157,2026-09-18T07:59:16.515862,,,,,,,,-18.9728,-39.1605,-1.162,-14.7864,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.003,3.0,30.0,240.0,6.67,1.3115,71.5118,47.6745,-117.8748
158,2026-09-18T07:59:16.598849,,,,,,,,-18.642,-36.7787,-1.1396,-14.6573,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.003,3.0,60.0,236.0,5.08,1.568,70.3235,46.8823,-115.6378
159,2026-09-18T07:59:16.678843,,,,,,,,-18.642,-36.7787,-1.1396,-14.6573,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.003,3.0,90.0,236.0,5.08,1.568,70.3235,46.8823,-115.6378
160,2026-09-18T07:59:16.757612,,,,,,,,-18.642,-36.7787,-1.1396,-14.6573,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.003,3.0,120.0,236.0,5.08,1.568,70.3235,46.8823,-115.6378
161,2026-09-18T07:59:16.836267,,,,,,,,-30.6845,-64.5805,-2.0155,-15.4471,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.006,1.5,30.0,405.0,5.93,-6.4833,120.1483,80.0988,-206.7304
162,2026-09-18T07:59:16.914739,,,,,,,,-29.2829,-57.0368,-1.9065,-15.3326,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.006,1.5,60.0,388.0,5.67,-4.1338,115.1567,76.7711,-196.0615
163,2026-09-18T07:59:16.992965,,,,,,,,-29.3024,-56.8817,-1.908,-15.3298,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.006,1.5,90.0,388.0,5.67,-4.2854,115.1559,76.7706,-196.2119
164,2026-09-18T07:59:17.066588,,,,,,,,-29.3024,-56.8817,-1.908,-15.3298,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.006,1.5,120.0,388.0,5.67,-4.2854,115.1559,76.7706,-196.2119
165,2026-09-18T07:59:17.147226,,,,,,,,-25.5239,-51.3097,-1.6238,-15.2128,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.006,2.0,30.0,336.0,6.55,-1.458,99.8662,66.5775,-167.9017
166,2026-09-18T07:59:17.228310,,,,,,,,-24.3032,-45.5551,-1.535,-15.0487,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.006,2.0,60.0,322.0,5.59,0.5474,95.7388,63.8259,-159.0173
167,2026-09-18T07:59:17.309449,,,,,,,,-24.3241,-45.4347,-1.5365,-15.0447,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.006,2.0,90.0,322.0,5.59,0.3955,95.7382,63.8255,-159.1682
168,2026-09-18T07:59:17.382580,,,,,,,,-24.3241,-45.4347,-1.5365,-15.0447,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.006,2.0,120.0,322.0,5.59,0.3955,95.7382,63.8255,-159.1682
169,2026-09-18T07:59:17.464146,,,,,,,,-21.6754,-44.8122,-1.3481,-15.0233,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.006,2.5,30.0,275.0,5.82,-1.1949,81.8642,54.5761,-137.6351
170,2026-09-18T07:59:17.547802,,,,,,,,-20.9993,-39.8905,-1.301,-14.8221,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.006,2.5,60.0,268.0,4.48,0.0605,79.7909,53.194,-132.9244
171,2026-09-18T07:59:17.623825,,,,,,,,-20.9993,-39.8905,-1.301,-14.8221,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.006,2.5,90.0,268.0,4.48,0.0605,79.7909,53.194,-132.9244
172,2026-09-18T07:59:17.700918,,,,,,,,-20.9993,-39.8905,-1.301,-14.8221,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.006,2.5,120.0,268.0,4.48,0.0605,79.7909,53.194,-132.9244
173,2026-09-18T07:59:17.787103,,,,,,,,-18.9843,-38.6681,-1.1628,-14.7614,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.006,3.0,30.0,240.0,6.67,1.2331,71.5115,47.6744,-117.9528
174,2026-09-18T07:59:17.877109,,,,,,,,-18.6536,-36.3554,-1.1404,-14.632,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.006,3.0,60.0,236.0,5.08,1.4896,70.3232,46.8822,-115.7158
175,2026-09-18T07:59:17.955108,,,,,,,,-18.6536,-36.3554,-1.1404,-14.632,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.006,3.0,90.0,236.0,5.08,1.4896,70.3232,46.8822,-115.7158
176,2026-09-18T07:59:18.032496,,,,,,,,-18.6536,-36.3554,-1.1404,-14.632,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.006,3.0,120.0,236.0,5.08,1.4896,70.3232,46.8822,-115.7158
177,2026-09-18T07:59:18.111983,,,,,,,,-30.7333,-64.7638,-2.0194,-15.4494,,,,,,,False,,cex_momentum,BTC/USDT,10.0,0.015,0.01,1.5,30.0,405.0,5.93,-6.871,120.1455,80.097,-207.1136
