iteration,timestamp,breakout_window,take_profit,stop_loss,vol_mult,max_hold_bars,n_trades,win_rate,gross_pnl,total_slippage,total_gas,net_pnl,cagr,sharpe,max_dd,sortino,gate_passed,notes
631,2026-09-18T00:30:05.402144,30,0.12,0.02,2.0,180,130,7.69,209.2,926.33,130.0,-847.13,-38.9,-22.22,-8.24,-13.07,False,
632,2026-09-18T00:30:05.658004,30,0.12,0.02,2.0,240,130,7.69,209.2,926.33,130.0,-847.13,-38.9,-22.22,-8.24,-13.07,False,
633,2026-09-18T00:30:05.915648,30,0.12,0.02,2.5,60,50,10.0,99.69,365.98,50.0,-316.28,-16.41,-14.15,-3.08,-10.76,False,
634,2026-09-18T00:30:06.188880,30,0.12,0.02,2.5,120,50,12.0,116.08,366.76,50.0,-300.68,-15.64,-12.43,-2.93,-10.21,False,
635,2026-09-18T00:30:06.450423,30,0.12,0.02,2.5,180,50,12.0,116.08,366.76,50.0,-300.68,-15.64,-12.43,-2.93,-10.21,False,
636,2026-09-18T00:30:06.712822,30,0.12,0.02,2.5,240,50,12.0,116.08,366.76,50.0,-300.68,-15.64,-12.43,-2.93,-10.21,False,
637,2026-09-18T00:30:06.977963,30,0.12,0.02,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
638,2026-09-18T00:30:07.243769,30,0.12,0.02,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
639,2026-09-18T00:30:07.510046,30,0.12,0.02,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
640,2026-09-18T00:30:07.765369,30,0.12,0.02,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
641,2026-09-18T00:30:08.013026,30,0.12,0.04,1.5,60,489,5.11,395.2,3032.86,489.0,-3126.66,-87.43,-57.35,-30.38,-15.31,False,
642,2026-09-18T00:30:08.260588,30,0.12,0.04,1.5,120,487,5.34,411.25,3027.18,487.0,-3102.93,-87.18,-55.44,-30.14,-15.27,False,
643,2026-09-18T00:30:08.508331,30,0.12,0.04,1.5,180,487,5.34,411.25,3027.18,487.0,-3102.93,-87.18,-55.44,-30.14,-15.27,False,
644,2026-09-18T00:30:08.751687,30,0.12,0.04,1.5,240,487,5.34,411.25,3027.18,487.0,-3102.93,-87.18,-55.44,-30.14,-15.27,False,
645,2026-09-18T00:30:09.009881,30,0.12,0.04,2.0,60,130,6.92,192.88,924.83,130.0,-861.95,-39.46,-22.69,-8.39,-13.16,False,
646,2026-09-18T00:30:09.269562,30,0.12,0.04,2.0,120,130,7.69,209.2,926.33,130.0,-847.13,-38.9,-22.22,-8.24,-13.07,False,
647,2026-09-18T00:30:09.528309,30,0.12,0.04,2.0,180,130,7.69,209.2,926.33,130.0,-847.13,-38.9,-22.22,-8.24,-13.07,False,
648,2026-09-18T00:30:09.786197,30,0.12,0.04,2.0,240,130,7.69,209.2,926.33,130.0,-847.13,-38.9,-22.22,-8.24,-13.07,False,
649,2026-09-18T00:30:10.048219,30,0.12,0.04,2.5,60,50,10.0,99.69,365.98,50.0,-316.28,-16.41,-14.15,-3.08,-10.76,False,
650,2026-09-18T00:30:10.311682,30,0.12,0.04,2.5,120,50,12.0,116.08,366.76,50.0,-300.68,-15.64,-12.43,-2.93,-10.21,False,
651,2026-09-18T00:30:10.569732,30,0.12,0.04,2.5,180,50,12.0,116.08,366.76,50.0,-300.68,-15.64,-12.43,-2.93,-10.21,False,
652,2026-09-18T00:30:10.831111,30,0.12,0.04,2.5,240,50,12.0,116.08,366.76,50.0,-300.68,-15.64,-12.43,-2.93,-10.21,False,
653,2026-09-18T00:30:11.097442,30,0.12,0.04,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
654,2026-09-18T00:30:11.364307,30,0.12,0.04,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
655,2026-09-18T00:30:11.620900,30,0.12,0.04,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
656,2026-09-18T00:30:11.858992,30,0.12,0.04,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
657,2026-09-18T00:30:12.099333,30,0.12,0.06,1.5,60,489,5.11,395.2,3032.86,489.0,-3126.66,-87.43,-57.35,-30.38,-15.31,False,
658,2026-09-18T00:30:12.334271,30,0.12,0.06,1.5,120,487,5.34,411.25,3027.18,487.0,-3102.93,-87.18,-55.44,-30.14,-15.27,False,
659,2026-09-18T00:30:12.572307,30,0.12,0.06,1.5,180,487,5.34,411.25,3027.18,487.0,-3102.93,-87.18,-55.44,-30.14,-15.27,False,
660,2026-09-18T00:30:12.811108,30,0.12,0.06,1.5,240,487,5.34,411.25,3027.18,487.0,-3102.93,-87.18,-55.44,-30.14,-15.27,False,
661,2026-09-18T00:30:13.055558,30,0.12,0.06,2.0,60,130,6.92,192.88,924.83,130.0,-861.95,-39.46,-22.69,-8.39,-13.16,False,
662,2026-09-18T00:30:13.312967,30,0.12,0.06,2.0,120,130,7.69,209.2,926.33,130.0,-847.13,-38.9,-22.22,-8.24,-13.07,False,
663,2026-09-18T00:30:13.557826,30,0.12,0.06,2.0,180,130,7.69,209.2,926.33,130.0,-847.13,-38.9,-22.22,-8.24,-13.07,False,
664,2026-09-18T00:30:13.810988,30,0.12,0.06,2.0,240,130,7.69,209.2,926.33,130.0,-847.13,-38.9,-22.22,-8.24,-13.07,False,
665,2026-09-18T00:30:14.077075,30,0.12,0.06,2.5,60,50,10.0,99.69,365.98,50.0,-316.28,-16.41,-14.15,-3.08,-10.76,False,
666,2026-09-18T00:30:14.343282,30,0.12,0.06,2.5,120,50,12.0,116.08,366.76,50.0,-300.68,-15.64,-12.43,-2.93,-10.21,False,
667,2026-09-18T00:30:14.606095,30,0.12,0.06,2.5,180,50,12.0,116.08,366.76,50.0,-300.68,-15.64,-12.43,-2.93,-10.21,False,
668,2026-09-18T00:30:14.865253,30,0.12,0.06,2.5,240,50,12.0,116.08,366.76,50.0,-300.68,-15.64,-12.43,-2.93,-10.21,False,
669,2026-09-18T00:30:15.132894,30,0.12,0.06,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
670,2026-09-18T00:30:15.387292,30,0.12,0.06,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
671,2026-09-18T00:30:15.647335,30,0.12,0.06,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
672,2026-09-18T00:30:15.906219,30,0.12,0.06,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
673,2026-09-18T00:30:16.152534,30,0.15,0.02,1.5,60,488,5.12,395.39,3027.95,488.0,-3120.56,-87.37,-56.66,-30.32,-15.3,False,
674,2026-09-18T00:30:16.403803,30,0.15,0.02,1.5,120,486,5.35,411.44,3022.25,486.0,-3096.81,-87.12,-54.81,-30.08,-15.26,False,
675,2026-09-18T00:30:16.644908,30,0.15,0.02,1.5,180,486,5.35,411.44,3022.25,486.0,-3096.81,-87.12,-54.81,-30.08,-15.26,False,
676,2026-09-18T00:30:16.888537,30,0.15,0.02,1.5,240,486,5.35,411.44,3022.25,486.0,-3096.81,-87.12,-54.81,-30.08,-15.26,False,
677,2026-09-18T00:30:17.155300,30,0.15,0.02,2.0,60,129,6.98,192.94,918.14,129.0,-854.2,-39.17,-22.33,-8.31,-13.09,False,
678,2026-09-18T00:30:17.421432,30,0.15,0.02,2.0,120,129,7.75,209.26,919.63,129.0,-839.36,-38.6,-21.87,-8.16,-13.0,False,
679,2026-09-18T00:30:17.676437,30,0.15,0.02,2.0,180,129,7.75,209.26,919.63,129.0,-839.36,-38.6,-21.87,-8.16,-13.0,False,
680,2026-09-18T00:30:17.936621,30,0.15,0.02,2.0,240,129,7.75,209.26,919.63,129.0,-839.36,-38.6,-21.87,-8.16,-13.0,False,
681,2026-09-18T00:30:18.207864,30,0.15,0.02,2.5,60,49,10.2,99.72,358.85,49.0,-308.13,-16.01,-13.65,-3.0,-10.55,False,
682,2026-09-18T00:30:18.466765,30,0.15,0.02,2.5,120,49,12.24,116.1,359.62,49.0,-292.52,-15.23,-12.0,-2.84,-9.99,False,
683,2026-09-18T00:30:18.728349,30,0.15,0.02,2.5,180,49,12.24,116.1,359.62,49.0,-292.52,-15.23,-12.0,-2.84,-9.99,False,
684,2026-09-18T00:30:18.993348,30,0.15,0.02,2.5,240,49,12.24,116.1,359.62,49.0,-292.52,-15.23,-12.0,-2.84,-9.99,False,
685,2026-09-18T00:30:19.260161,30,0.15,0.02,3.0,60,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
686,2026-09-18T00:30:19.525890,30,0.15,0.02,3.0,120,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
687,2026-09-18T00:30:19.786241,30,0.15,0.02,3.0,180,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
688,2026-09-18T00:30:20.053241,30,0.15,0.02,3.0,240,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
689,2026-09-18T00:30:20.300943,30,0.15,0.04,1.5,60,488,5.12,395.39,3027.95,488.0,-3120.56,-87.37,-56.66,-30.32,-15.3,False,
690,2026-09-18T00:30:20.542937,30,0.15,0.04,1.5,120,486,5.35,411.44,3022.25,486.0,-3096.81,-87.12,-54.81,-30.08,-15.26,False,
691,2026-09-18T00:30:20.785791,30,0.15,0.04,1.5,180,486,5.35,411.44,3022.25,486.0,-3096.81,-87.12,-54.81,-30.08,-15.26,False,
692,2026-09-18T00:30:21.029230,30,0.15,0.04,1.5,240,486,5.35,411.44,3022.25,486.0,-3096.81,-87.12,-54.81,-30.08,-15.26,False,
693,2026-09-18T00:30:21.291432,30,0.15,0.04,2.0,60,129,6.98,192.94,918.14,129.0,-854.2,-39.17,-22.33,-8.31,-13.09,False,
694,2026-09-18T00:30:21.550223,30,0.15,0.04,2.0,120,129,7.75,209.26,919.63,129.0,-839.36,-38.6,-21.87,-8.16,-13.0,False,
695,2026-09-18T00:30:21.811486,30,0.15,0.04,2.0,180,129,7.75,209.26,919.63,129.0,-839.36,-38.6,-21.87,-8.16,-13.0,False,
696,2026-09-18T00:30:22.068084,30,0.15,0.04,2.0,240,129,7.75,209.26,919.63,129.0,-839.36,-38.6,-21.87,-8.16,-13.0,False,
697,2026-09-18T00:30:22.319525,30,0.15,0.04,2.5,60,49,10.2,99.72,358.85,49.0,-308.13,-16.01,-13.65,-3.0,-10.55,False,
698,2026-09-18T00:30:22.578007,30,0.15,0.04,2.5,120,49,12.24,116.1,359.62,49.0,-292.52,-15.23,-12.0,-2.84,-9.99,False,
699,2026-09-18T00:30:22.840888,30,0.15,0.04,2.5,180,49,12.24,116.1,359.62,49.0,-292.52,-15.23,-12.0,-2.84,-9.99,False,
700,2026-09-18T00:30:23.104706,30,0.15,0.04,2.5,240,49,12.24,116.1,359.62,49.0,-292.52,-15.23,-12.0,-2.84,-9.99,False,
701,2026-09-18T00:30:23.371586,30,0.15,0.04,3.0,60,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
702,2026-09-18T00:30:23.631864,30,0.15,0.04,3.0,120,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
703,2026-09-18T00:30:23.898820,30,0.15,0.04,3.0,180,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
704,2026-09-18T00:30:24.165103,30,0.15,0.04,3.0,240,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
705,2026-09-18T00:30:24.408415,30,0.15,0.06,1.5,60,488,5.12,395.39,3027.95,488.0,-3120.56,-87.37,-56.66,-30.32,-15.3,False,
706,2026-09-18T00:30:24.650696,30,0.15,0.06,1.5,120,486,5.35,411.44,3022.25,486.0,-3096.81,-87.12,-54.81,-30.08,-15.26,False,
707,2026-09-18T00:30:24.897676,30,0.15,0.06,1.5,180,486,5.35,411.44,3022.25,486.0,-3096.81,-87.12,-54.81,-30.08,-15.26,False,
708,2026-09-18T00:30:25.143075,30,0.15,0.06,1.5,240,486,5.35,411.44,3022.25,486.0,-3096.81,-87.12,-54.81,-30.08,-15.26,False,
709,2026-09-18T00:30:25.403857,30,0.15,0.06,2.0,60,129,6.98,192.94,918.14,129.0,-854.2,-39.17,-22.33,-8.31,-13.09,False,
710,2026-09-18T00:30:25.659189,30,0.15,0.06,2.0,120,129,7.75,209.26,919.63,129.0,-839.36,-38.6,-21.87,-8.16,-13.0,False,
711,2026-09-18T00:30:25.911725,30,0.15,0.06,2.0,180,129,7.75,209.26,919.63,129.0,-839.36,-38.6,-21.87,-8.16,-13.0,False,
712,2026-09-18T00:30:26.170738,30,0.15,0.06,2.0,240,129,7.75,209.26,919.63,129.0,-839.36,-38.6,-21.87,-8.16,-13.0,False,
713,2026-09-18T00:30:26.433078,30,0.15,0.06,2.5,60,49,10.2,99.72,358.85,49.0,-308.13,-16.01,-13.65,-3.0,-10.55,False,
714,2026-09-18T00:30:26.693540,30,0.15,0.06,2.5,120,49,12.24,116.1,359.62,49.0,-292.52,-15.23,-12.0,-2.84,-9.99,False,
715,2026-09-18T00:30:26.959324,30,0.15,0.06,2.5,180,49,12.24,116.1,359.62,49.0,-292.52,-15.23,-12.0,-2.84,-9.99,False,
716,2026-09-18T00:30:27.222401,30,0.15,0.06,2.5,240,49,12.24,116.1,359.62,49.0,-292.52,-15.23,-12.0,-2.84,-9.99,False,
717,2026-09-18T00:30:27.488273,30,0.15,0.06,3.0,60,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
718,2026-09-18T00:30:27.743802,30,0.15,0.06,3.0,120,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
719,2026-09-18T00:30:28.009973,30,0.15,0.06,3.0,180,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
720,2026-09-18T00:30:28.277293,30,0.15,0.06,3.0,240,21,4.76,31.73,154.75,21.0,-144.02,-7.53,-10.35,-1.43,-8.89,False,
721,2026-09-18T00:30:28.531149,45,0.05,0.02,1.5,60,441,5.44,392.53,2788.44,441.0,-2836.91,-84.24,-47.81,-27.57,-15.08,False,
722,2026-09-18T00:30:28.778041,45,0.05,0.02,1.5,120,440,5.68,408.49,2787.11,440.0,-2818.63,-84.01,-46.69,-27.39,-15.05,False,
723,2026-09-18T00:30:29.026032,45,0.05,0.02,1.5,180,440,5.68,408.49,2787.11,440.0,-2818.63,-84.01,-46.69,-27.39,-15.05,False,
724,2026-09-18T00:30:29.273592,45,0.05,0.02,1.5,240,440,5.68,408.49,2787.11,440.0,-2818.63,-84.01,-46.69,-27.39,-15.05,False,
725,2026-09-18T00:30:29.539190,45,0.05,0.02,2.0,60,127,6.3,168.23,902.6,127.0,-861.37,-39.44,-25.26,-8.39,-13.52,False,
726,2026-09-18T00:30:29.801071,45,0.05,0.02,2.0,120,127,7.09,183.96,904.01,127.0,-847.05,-38.9,-24.28,-8.24,-13.37,False,
727,2026-09-18T00:30:30.060860,45,0.05,0.02,2.0,180,127,7.09,183.96,904.01,127.0,-847.05,-38.9,-24.28,-8.24,-13.37,False,
728,2026-09-18T00:30:30.322873,45,0.05,0.02,2.0,240,127,7.09,183.96,904.01,127.0,-847.05,-38.9,-24.28,-8.24,-13.37,False,
729,2026-09-18T00:30:30.586430,45,0.05,0.02,2.5,60,50,10.0,99.93,365.98,50.0,-316.05,-16.4,-16.09,-3.08,-11.37,False,
730,2026-09-18T00:30:30.849092,45,0.05,0.02,2.5,120,50,12.0,115.77,366.74,50.0,-300.97,-15.65,-13.94,-2.93,-10.81,False,
731,2026-09-18T00:30:31.115818,45,0.05,0.02,2.5,180,50,12.0,115.77,366.74,50.0,-300.97,-15.65,-13.94,-2.93,-10.81,False,
732,2026-09-18T00:30:31.381907,45,0.05,0.02,2.5,240,50,12.0,115.77,366.74,50.0,-300.97,-15.65,-13.94,-2.93,-10.81,False,
733,2026-09-18T00:30:31.647827,45,0.05,0.02,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
734,2026-09-18T00:30:31.913811,45,0.05,0.02,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
735,2026-09-18T00:30:32.175685,45,0.05,0.02,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
736,2026-09-18T00:30:32.443038,45,0.05,0.02,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
737,2026-09-18T00:30:32.686612,45,0.05,0.04,1.5,60,441,5.44,392.53,2788.44,441.0,-2836.91,-84.24,-47.81,-27.57,-15.08,False,
738,2026-09-18T00:30:32.935957,45,0.05,0.04,1.5,120,440,5.68,408.49,2787.11,440.0,-2818.63,-84.01,-46.69,-27.39,-15.05,False,
739,2026-09-18T00:30:33.180227,45,0.05,0.04,1.5,180,440,5.68,408.49,2787.11,440.0,-2818.63,-84.01,-46.69,-27.39,-15.05,False,
740,2026-09-18T00:30:33.427681,45,0.05,0.04,1.5,240,440,5.68,408.49,2787.11,440.0,-2818.63,-84.01,-46.69,-27.39,-15.05,False,
741,2026-09-18T00:30:33.677237,45,0.05,0.04,2.0,60,127,6.3,168.23,902.6,127.0,-861.37,-39.44,-25.26,-8.39,-13.52,False,
742,2026-09-18T00:30:33.940648,45,0.05,0.04,2.0,120,127,7.09,183.96,904.01,127.0,-847.05,-38.9,-24.28,-8.24,-13.37,False,
743,2026-09-18T00:30:34.203708,45,0.05,0.04,2.0,180,127,7.09,183.96,904.01,127.0,-847.05,-38.9,-24.28,-8.24,-13.37,False,
744,2026-09-18T00:30:34.466045,45,0.05,0.04,2.0,240,127,7.09,183.96,904.01,127.0,-847.05,-38.9,-24.28,-8.24,-13.37,False,
745,2026-09-18T00:30:34.725880,45,0.05,0.04,2.5,60,50,10.0,99.93,365.98,50.0,-316.05,-16.4,-16.09,-3.08,-11.37,False,
746,2026-09-18T00:30:34.983954,45,0.05,0.04,2.5,120,50,12.0,115.77,366.74,50.0,-300.97,-15.65,-13.94,-2.93,-10.81,False,
747,2026-09-18T00:30:35.252301,45,0.05,0.04,2.5,180,50,12.0,115.77,366.74,50.0,-300.97,-15.65,-13.94,-2.93,-10.81,False,
748,2026-09-18T00:30:35.518962,45,0.05,0.04,2.5,240,50,12.0,115.77,366.74,50.0,-300.97,-15.65,-13.94,-2.93,-10.81,False,
749,2026-09-18T00:30:35.781895,45,0.05,0.04,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
750,2026-09-18T00:30:36.041410,45,0.05,0.04,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
751,2026-09-18T00:30:36.301649,45,0.05,0.04,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
752,2026-09-18T00:30:36.565158,45,0.05,0.04,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
753,2026-09-18T00:30:36.812716,45,0.05,0.06,1.5,60,441,5.44,392.53,2788.44,441.0,-2836.91,-84.24,-47.81,-27.57,-15.08,False,
754,2026-09-18T00:30:37.062255,45,0.05,0.06,1.5,120,440,5.68,408.49,2787.11,440.0,-2818.63,-84.01,-46.69,-27.39,-15.05,False,
755,2026-09-18T00:30:37.309372,45,0.05,0.06,1.5,180,440,5.68,408.49,2787.11,440.0,-2818.63,-84.01,-46.69,-27.39,-15.05,False,
756,2026-09-18T00:30:37.555024,45,0.05,0.06,1.5,240,440,5.68,408.49,2787.11,440.0,-2818.63,-84.01,-46.69,-27.39,-15.05,False,
757,2026-09-18T00:30:37.813065,45,0.05,0.06,2.0,60,127,6.3,168.23,902.6,127.0,-861.37,-39.44,-25.26,-8.39,-13.52,False,
758,2026-09-18T00:30:38.073628,45,0.05,0.06,2.0,120,127,7.09,183.96,904.01,127.0,-847.05,-38.9,-24.28,-8.24,-13.37,False,
759,2026-09-18T00:30:38.335933,45,0.05,0.06,2.0,180,127,7.09,183.96,904.01,127.0,-847.05,-38.9,-24.28,-8.24,-13.37,False,
760,2026-09-18T00:30:38.593982,45,0.05,0.06,2.0,240,127,7.09,183.96,904.01,127.0,-847.05,-38.9,-24.28,-8.24,-13.37,False,
761,2026-09-18T00:30:38.859013,45,0.05,0.06,2.5,60,50,10.0,99.93,365.98,50.0,-316.05,-16.4,-16.09,-3.08,-11.37,False,
762,2026-09-18T00:30:39.124836,45,0.05,0.06,2.5,120,50,12.0,115.77,366.74,50.0,-300.97,-15.65,-13.94,-2.93,-10.81,False,
763,2026-09-18T00:30:39.384144,45,0.05,0.06,2.5,180,50,12.0,115.77,366.74,50.0,-300.97,-15.65,-13.94,-2.93,-10.81,False,
764,2026-09-18T00:30:39.644756,45,0.05,0.06,2.5,240,50,12.0,115.77,366.74,50.0,-300.97,-15.65,-13.94,-2.93,-10.81,False,
765,2026-09-18T00:30:39.910397,45,0.05,0.06,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
766,2026-09-18T00:30:40.177776,45,0.05,0.06,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
767,2026-09-18T00:30:40.443771,45,0.05,0.06,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
768,2026-09-18T00:30:40.704180,45,0.05,0.06,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
769,2026-09-18T00:30:40.954097,45,0.07,0.02,1.5,60,437,5.49,392.46,2767.83,437.0,-2812.37,-83.93,-48.35,-27.33,-15.1,False,
770,2026-09-18T00:30:41.204552,45,0.07,0.02,1.5,120,436,5.73,408.45,2766.47,436.0,-2794.03,-83.69,-47.21,-27.14,-15.06,False,
771,2026-09-18T00:30:41.453919,45,0.07,0.02,1.5,180,436,5.73,408.45,2766.47,436.0,-2794.03,-83.69,-47.21,-27.14,-15.06,False,
772,2026-09-18T00:30:41.698928,45,0.07,0.02,1.5,240,436,5.73,408.45,2766.47,436.0,-2794.03,-83.69,-47.21,-27.14,-15.06,False,
773,2026-09-18T00:30:41.966721,45,0.07,0.02,2.0,60,127,6.3,168.21,902.6,127.0,-861.39,-39.44,-25.26,-8.39,-13.52,False,
774,2026-09-18T00:30:42.227110,45,0.07,0.02,2.0,120,127,7.09,183.94,904.01,127.0,-847.06,-38.9,-24.28,-8.24,-13.37,False,
775,2026-09-18T00:30:42.489349,45,0.07,0.02,2.0,180,127,7.09,183.94,904.01,127.0,-847.06,-38.9,-24.28,-8.24,-13.37,False,
776,2026-09-18T00:30:42.747316,45,0.07,0.02,2.0,240,127,7.09,183.94,904.01,127.0,-847.06,-38.9,-24.28,-8.24,-13.37,False,
777,2026-09-18T00:30:43.018657,45,0.07,0.02,2.5,60,50,10.0,99.91,365.98,50.0,-316.06,-16.4,-16.09,-3.08,-11.38,False,
778,2026-09-18T00:30:43.288890,45,0.07,0.02,2.5,120,50,12.0,115.75,366.73,50.0,-300.98,-15.65,-13.94,-2.93,-10.81,False,
779,2026-09-18T00:30:43.552592,45,0.07,0.02,2.5,180,50,12.0,115.75,366.73,50.0,-300.98,-15.65,-13.94,-2.93,-10.81,False,
780,2026-09-18T00:30:43.810908,45,0.07,0.02,2.5,240,50,12.0,115.75,366.73,50.0,-300.98,-15.65,-13.94,-2.93,-10.81,False,
781,2026-09-18T00:30:44.077108,45,0.07,0.02,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
782,2026-09-18T00:30:44.344311,45,0.07,0.02,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
783,2026-09-18T00:30:44.601407,45,0.07,0.02,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
784,2026-09-18T00:30:44.868707,45,0.07,0.02,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
785,2026-09-18T00:30:45.116506,45,0.07,0.04,1.5,60,437,5.49,392.46,2767.83,437.0,-2812.37,-83.93,-48.35,-27.33,-15.1,False,
786,2026-09-18T00:30:45.353094,45,0.07,0.04,1.5,120,436,5.73,408.45,2766.47,436.0,-2794.03,-83.69,-47.21,-27.14,-15.06,False,
787,2026-09-18T00:30:45.597770,45,0.07,0.04,1.5,180,436,5.73,408.45,2766.47,436.0,-2794.03,-83.69,-47.21,-27.14,-15.06,False,
788,2026-09-18T00:30:45.840522,45,0.07,0.04,1.5,240,436,5.73,408.45,2766.47,436.0,-2794.03,-83.69,-47.21,-27.14,-15.06,False,
789,2026-09-18T00:30:46.096991,45,0.07,0.04,2.0,60,127,6.3,168.21,902.6,127.0,-861.39,-39.44,-25.26,-8.39,-13.52,False,
790,2026-09-18T00:30:46.359457,45,0.07,0.04,2.0,120,127,7.09,183.94,904.01,127.0,-847.06,-38.9,-24.28,-8.24,-13.37,False,
791,2026-09-18T00:30:46.613520,45,0.07,0.04,2.0,180,127,7.09,183.94,904.01,127.0,-847.06,-38.9,-24.28,-8.24,-13.37,False,
792,2026-09-18T00:30:46.876083,45,0.07,0.04,2.0,240,127,7.09,183.94,904.01,127.0,-847.06,-38.9,-24.28,-8.24,-13.37,False,
793,2026-09-18T00:30:47.139305,45,0.07,0.04,2.5,60,50,10.0,99.91,365.98,50.0,-316.06,-16.4,-16.09,-3.08,-11.38,False,
794,2026-09-18T00:30:47.407492,45,0.07,0.04,2.5,120,50,12.0,115.75,366.73,50.0,-300.98,-15.65,-13.94,-2.93,-10.81,False,
795,2026-09-18T00:30:47.664536,45,0.07,0.04,2.5,180,50,12.0,115.75,366.73,50.0,-300.98,-15.65,-13.94,-2.93,-10.81,False,
796,2026-09-18T00:30:47.931842,45,0.07,0.04,2.5,240,50,12.0,115.75,366.73,50.0,-300.98,-15.65,-13.94,-2.93,-10.81,False,
797,2026-09-18T00:30:48.194378,45,0.07,0.04,3.0,60,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
798,2026-09-18T00:30:48.453760,45,0.07,0.04,3.0,120,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
799,2026-09-18T00:30:48.715247,45,0.07,0.04,3.0,180,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
800,2026-09-18T00:30:48.981664,45,0.07,0.04,3.0,240,21,4.76,31.87,154.75,21.0,-143.89,-7.52,-10.32,-1.43,-8.88,False,
801,2026-09-18T00:30:49.231169,45,0.07,0.06,1.5,60,437,5.49,392.46,2767.83,437.0,-2812.37,-83.93,-48.35,-27.33,-15.1,False,
802,2026-09-18T00:30:49.480433,45,0.07,0.06,1.5,120,436,5.73,408.45,2766.47,436.0,-2794.03,-83.69,-47.21,-27.14,-15.06,False,
