time,open,high,low,close,volume
1726704000,134.07351684570312,138.6029052734375,134.07351684570312,137.9452667236328,298690560
1726718400,137.96102905273438,139.040771484375,137.79087829589844,138.61973571777344,225342208
1726732800,138.6183319091797,139.53094482421875,138.4087677001953,139.53094482421875,129734656
1726747200,139.52902221679688,142.92840576171875,139.52902221679688,142.8361358642578,233418752
1726761600,142.8810272216797,143.86444091796875,142.7697296142578,143.1131591796875,185406208
1726776000,143.11032104492188,143.73533630371094,141.2406768798828,142.8365478515625,119135488
1726790400,142.8439483642578,144.22084045410156,141.33287048339844,144.19078063964844,0
1726804800,144.30191040039062,151.68043518066406,144.30191040039062,151.01300048828125,674242816
1726819200,151.04788208007812,151.62051391601562,150.19149780273438,150.66793823242188,141823488
1726833600,150.66595458984375,151.0437774658203,146.09432983398438,148.00230407714844,186650112
1726848000,147.99749755859375,148.2342987060547,145.0673828125,146.82395935058594,46193152
1726862400,146.79153442382812,147.87841796875,146.44534301757812,146.56680297851562,57521920
1726876800,146.5732879638672,147.76438903808594,145.20166015625,146.0306854248047,28129024
1726891200,146.0346221923828,147.64524841308594,144.80392456054688,147.3744659423828,0
1726905600,147.4007568359375,147.88711547851562,146.57164001464844,147.29127502441406,0
1726920000,147.28903198242188,149.3607940673828,146.85897827148438,147.69740295410156,0
1726934400,147.68919372558594,148.72747802734375,147.3900604248047,147.4025421142578,0
1726948800,147.4320068359375,149.8201141357422,147.38223266601562,149.52146911621094,28193408
1726963200,149.52047729492188,149.86099243164062,147.24302673339844,148.08717346191406,14717824
1726977600,148.0980682373047,148.9434051513672,146.4938507080078,147.17196655273438,0
1726992000,147.16917419433594,147.56285095214844,144.41099548339844,144.97335815429688,111895040
1727006400,144.9674072265625,145.13197326660156,142.99632263183594,143.2828369140625,23848704
1727020800,143.2647247314453,145.33526611328125,142.60630798339844,144.83209228515625,59096960
1727035200,144.80184936523438,145.67535400390625,141.39559936523438,144.79898071289062,248529664
1727049600,144.748046875,148.95449829101562,142.69564819335938,147.7445068359375,332788864
