time,open,high,low,close,volume
1726704000,10.856925010681152,11.118688583374023,10.856925010681152,11.01356029510498,13447568
1726718400,11.012442588806152,11.144304275512695,10.983880043029785,11.143139839172363,17077616
1726732800,11.144264221191406,11.2719144821167,11.12656307220459,11.271804809570312,11421696
1726747200,11.271588325500488,11.331658363342285,11.193930625915527,11.215534210205078,12921632
1726761600,11.215719223022461,11.389504432678223,11.215719223022461,11.23823070526123,12887200
1726776000,11.236076354980469,11.257621765136719,11.187878608703613,11.205124855041504,4298240
1726790400,11.205842971801758,11.378509521484375,11.136661529541016,11.378509521484375,4264880
1726804800,11.388018608093262,11.714805603027344,11.388018608093262,11.707642555236816,29086896
1726819200,11.707257270812988,11.724723815917969,11.571122169494629,11.634340286254883,2068160
1726833600,11.633394241333008,11.676904678344727,11.469033241271973,11.53528118133545,8813952
1726848000,11.533790588378906,11.54207706451416,11.388029098510742,11.438422203063965,178752
1726862400,11.438485145568848,11.492959022521973,11.41117000579834,11.426663398742676,945584
1726876800,11.427075386047363,11.481597900390625,11.281185150146484,11.2882661819458,1031952
1726891200,11.287468910217285,11.361465454101562,11.228163719177246,11.361465454101562,0
1726905600,11.361204147338867,11.38131046295166,11.321662902832031,11.340934753417969,0
1726920000,11.341176986694336,11.473733901977539,11.338132858276367,11.389189720153809,0
1726934400,11.38902473449707,11.430673599243164,11.336345672607422,11.359265327453613,0
1726948800,11.359906196594238,11.536630630493164,11.342381477355957,11.514772415161133,3517984
1726963200,11.512405395507812,11.535143852233887,11.33273696899414,11.37684154510498,0
1726977600,11.376729965209961,11.413116455078125,11.294388771057129,11.308756828308105,1974016
1726992000,11.309000015258789,11.327041625976562,11.17216968536377,11.235081672668457,6111088
1727006400,11.233997344970703,11.24763298034668,11.047658920288086,11.04879093170166,1247424
1727020800,11.048445701599121,11.148860931396484,10.971787452697754,11.07518482208252,4853712
1727035200,11.073081970214844,11.19031047821045,10.875191688537598,11.129786491394043,18374960
1727049600,11.131733894348145,11.471474647521973,10.972159385681152,11.425483703613281,19706240
1727064000,11.424509048461914,11.46114730834961,11.293824195861816,11.305740356445312,14327328
1727078400,11.307674407958984,11.461082458496094,11.29603385925293,11.427258491516113,10015104
1727092800,11.427511215209961,11.574592590332031,11.359474182128906,11.542290687561035,22641760
1727107200,11.532920837402344,11.581171035766602,11.400979042053223,11.443975448608398,7234304
1727121600,11.442914962768555,11.462738990783691,11.37243366241455,11.398948669433594,4054112
1727136000,11.398322105407715,11.411317825317383,11.218208312988281,11.29914665222168,2631984
1727150400,11.299759864807129,11.479228019714355,11.236038208007812,11.472514152526855,1488528
